statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTZ10;Zölle;5122276;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTG40;Abgeltungssteuer;5146445;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTG50;Körperschaftsteuer;42123946;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTZ10;Zölle;6828824;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTG50;Körperschaftsteuer;24267689;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTB75;Stromsteuer;5153423;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTB40;Alkoholsteuer;2132679;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTG50;Körperschaftsteuer;19583009;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTB75;Stromsteuer;6688782;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERNVL20;Landessteuern;22342460;Tsd. EUR;STEU01;Steuereinnahmen
71211;Statistik über das Steueraufkommen;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;START1;Steuerarten vor der Steuerverteilung;STEUERARTB40;Alkoholsteuer;2093589;Tsd. EUR;STEU01;Steuereinnahmen
